,id,price,city,longitude,latitude,review_scores_rating,number_of_reviews,minimum_nights,security_deposit,cleaning_fee,accommodates,bathrooms,bedrooms,beds,property_type,room_type,availability_365,host_identity_verified,host_is_superhost,host_response_time,host_since,cancellation_policy,neighbourhood_cleansed,air_con,check_in,cooking,childcare,entertainment,luxury,nature,clothing,accessibility,safety,internet,comfort,essentials,pet_friendly,smoking
2937,21927943,528.0,Singapore,103.8579,1.30116,98.0,44,2,500.0,75.0,8,2.0,3.0,4.0,apartment,Entire home/apt,182,0,1,4.0,2013-08-30,2,Downtown Core,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2938,21928089,35.0,Singapore,103.75079000000001,1.39238,95.0,8,30,0.0,10.0,2,1.0,1.0,2.0,house,Private room,0,0,0,0.0,2017-05-17,3,Choa Chu Kang,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2939,21928140,148.0,Singapore,103.84249,1.29514,83.0,13,3,0.0,25.0,3,1.0,1.0,2.0,,Hotel room,288,0,0,4.0,2013-08-28,2,Museum,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2940,21928496,45.0,Singapore,103.84201,1.284,97.0,15,1,0.0,0.0,2,1.0,1.0,1.0,house,Private room,0,0,0,0.0,2017-11-25,3,Outram,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2941,21928795,60.0,Singapore,103.8588,1.3118299999999998,100.0,1,18,0.0,20.0,1,1.0,1.0,0.0,apartment,Private room,356,1,0,4.0,2016-10-04,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2942,21929075,218.0,Singapore,103.86316,1.3201200000000002,96.0,58,1,0.0,30.0,5,2.0,2.0,2.0,apartment,Entire home/apt,50,0,1,4.0,2016-07-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2943,21937326,101.0,Singapore,103.88209,1.31884,98.0,25,6,0.0,0.0,1,1.0,2.0,0.0,apartment,Private room,6,0,0,0.0,2016-09-04,2,Geylang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2944,21939528,99.0,Singapore,103.7867,1.31818,,1,90,0.0,0.0,2,1.0,0.0,1.0,house,Private room,364,1,0,0.0,2013-03-26,3,Bukit Timah,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2945,21942515,50.0,Singapore,103.87706999999999,1.31005,94.0,113,2,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,57,0,0,3.0,2017-11-26,2,Geylang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2946,21951407,55.0,Singapore,103.84293000000001,1.2818,95.0,86,3,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,0,0,1,4.0,2014-04-08,2,Outram,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2947,21952871,130.0,Singapore,103.91484,1.32142,95.0,4,3,200.0,30.0,3,1.0,1.0,1.0,house,Private room,65,0,1,4.0,2016-04-20,2,Bedok,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2948,21953139,158.0,Singapore,103.80429000000001,1.29251,87.0,83,1,0.0,68.0,5,1.0,2.0,2.0,apartment,Entire home/apt,89,0,0,3.0,2016-10-04,2,Queenstown,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2949,21953185,50.0,Singapore,103.68536,1.34127,,0,180,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,0.0,2017-08-24,3,Jurong West,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2950,21954042,55.0,Singapore,103.70385999999999,1.3523,,0,3,300.0,30.0,2,1.0,3.0,1.0,apartment,Private room,0,0,0,0.0,2017-11-17,3,Jurong West,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2951,21964337,210.0,Singapore,103.84572,1.28302,,1,1,200.0,50.0,4,1.0,1.0,1.0,apartment,Entire home/apt,0,1,0,0.0,2013-10-01,2,Outram,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2952,21967022,301.0,Singapore,103.86331,1.32083,90.0,2,10,0.0,25.0,6,2.0,3.0,3.0,,Hotel room,0,0,0,4.0,2013-08-28,2,Kallang,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
2953,21970094,289.0,Singapore,103.79015,1.31443,89.0,51,3,0.0,60.0,9,2.0,4.0,7.0,apartment,Entire home/apt,277,0,0,4.0,2012-12-15,2,Bukit Timah,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2954,21970302,60.0,Singapore,103.84236999999999,1.2833299999999999,80.0,1,90,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,345,0,0,4.0,2013-09-20,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2955,21974182,85.0,Singapore,103.83994,1.29734,83.0,66,2,145.0,0.0,2,1.0,1.0,1.0,apartment,Private room,362,1,0,4.0,2017-01-01,2,River Valley,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2956,21976035,60.0,Singapore,103.90049,1.31666,,0,1,0.0,0.0,1,1.0,1.0,1.0,other,Private room,0,0,0,0.0,2017-11-28,3,Geylang,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2957,21984842,55.0,Singapore,103.7225,1.34597,90.0,2,2,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2015-12-07,2,Jurong West,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2958,21985608,219.0,Singapore,103.85515,1.3269799999999998,90.0,2,4,150.0,60.0,5,2.0,2.0,2.0,apartment,Entire home/apt,83,0,0,4.0,2017-07-19,2,Novena,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2959,22000933,78.0,Singapore,103.88663000000001,1.31441,97.0,14,20,500.0,0.0,2,1.0,1.0,1.0,apartment,Entire home/apt,41,1,1,3.0,2014-11-13,2,Geylang,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2960,22007320,32.0,Singapore,103.7718,1.3683,,0,1,0.0,0.0,1,1.0,1.0,0.0,apartment,Private room,179,0,0,2.0,2017-11-30,3,Bukit Panjang,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
2961,22019165,57.0,Singapore,103.84294,1.28449,100.0,1,90,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,345,1,0,4.0,2012-05-19,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2962,22020896,130.0,Singapore,103.80658000000001,1.29144,,0,89,2000.0,0.0,2,1.0,1.0,1.0,,Hotel room,358,0,0,2.0,2017-09-19,2,Queenstown,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2963,22021293,110.0,Singapore,103.84478,1.28331,85.0,88,1,0.0,0.0,2,1.0,1.0,1.0,hotel,Hotel room,310,0,0,4.0,2016-06-03,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2964,22021498,171.0,Singapore,103.80673,1.29169,,0,89,2000.0,0.0,3,1.0,2.0,2.0,,Hotel room,362,0,0,2.0,2017-09-19,2,Queenstown,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2965,22021830,171.0,Singapore,103.8065,1.29154,,0,89,2000.0,0.0,3,1.0,2.0,2.0,,Hotel room,362,0,0,2.0,2017-09-19,2,Queenstown,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2966,22022839,200.0,Singapore,103.78874,1.30221,,0,89,2000.0,0.0,2,1.0,0.0,1.0,,Hotel room,362,0,0,2.0,2017-09-19,2,Queenstown,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
2967,22027275,88.0,Singapore,103.82731,1.43725,96.0,17,1,150.0,20.0,3,1.0,1.0,1.0,house,Private room,342,0,0,4.0,2015-06-12,3,Sembawang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2968,22028335,89.0,Singapore,103.84649,1.2825600000000001,90.0,2,2,200.0,50.0,7,2.0,2.0,3.0,apartment,Entire home/apt,0,1,0,0.0,2013-10-01,2,Outram,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2969,22034488,15.0,Singapore,103.7211,1.35368,,0,2,0.0,0.0,1,1.0,1.0,1.0,apartment,Shared room,0,0,0,0.0,2017-12-01,3,Jurong West,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2970,22035836,159.0,Singapore,103.93936,1.31178,100.0,2,4,350.0,30.0,4,2.0,2.0,2.0,apartment,Entire home/apt,0,1,0,0.0,2010-12-08,2,Bedok,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2971,22037196,150.0,Singapore,103.84739,1.3035,100.0,2,15,0.0,50.0,2,1.0,1.0,1.0,apartment,Entire home/apt,0,1,1,3.0,2013-05-26,2,Rochor,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2972,22051870,38.0,Singapore,103.91008000000001,1.31666,93.0,158,1,0.0,0.0,2,1.0,1.0,1.0,house,Private room,173,0,0,4.0,2016-12-25,2,Bedok,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0
2973,22051992,55.0,Singapore,103.84294,1.28449,100.0,1,90,0.0,20.0,1,0.5,1.0,1.0,apartment,Private room,361,1,0,4.0,2016-10-04,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2974,22053594,95.0,Singapore,103.90896,1.3143200000000002,96.0,5,1,0.0,35.0,2,1.0,1.0,2.0,apartment,Private room,0,1,0,0.0,2015-11-06,2,Bedok,1.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2975,22054285,41.0,Singapore,103.81893000000001,1.4483,96.0,27,2,0.0,7.0,2,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2014-10-25,2,Sembawang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2976,22067547,80.0,Singapore,103.88089000000001,1.31297,,0,90,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,365,1,0,0.0,2012-10-26,3,Geylang,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0
2977,22067761,549.0,Singapore,103.84137,1.2979399999999999,,0,3,1000.0,250.0,4,2.0,2.0,3.0,apartment,Entire home/apt,0,0,0,0.0,2017-12-03,2,River Valley,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2978,22070714,28.0,Singapore,103.74296,1.3771200000000001,,0,1,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2017-06-03,3,Choa Chu Kang,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0
2979,22071808,180.0,Singapore,103.89161,1.31336,97.0,72,3,250.0,40.0,4,2.0,2.0,3.0,house,Entire home/apt,19,0,0,4.0,2017-11-27,2,Geylang,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
2980,22090557,188.0,Singapore,103.84326999999999,1.41182,100.0,1,1,200.0,0.0,2,1.0,1.0,2.0,other,Private room,198,0,0,3.0,2015-08-02,2,Yishun,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2981,22090559,188.0,Singapore,103.8448,1.41169,,0,1,200.0,0.0,2,1.0,1.0,2.0,other,Private room,198,0,0,3.0,2015-08-02,3,Yishun,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2982,22090561,188.0,Singapore,103.84376,1.4123,,0,1,200.0,0.0,2,1.0,1.0,2.0,other,Private room,198,0,0,3.0,2015-08-02,3,Yishun,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2983,22090563,170.0,Singapore,103.84319,1.4108,,0,6,200.0,0.0,2,1.0,1.0,2.0,other,Private room,196,0,0,3.0,2015-08-02,3,Yishun,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2984,22090564,138.0,Singapore,103.84382,1.41221,,0,29,200.0,0.0,2,1.0,1.0,2.0,other,Private room,195,0,0,3.0,2015-08-02,3,Yishun,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2985,22090931,310.0,Singapore,103.76195,1.31148,100.0,2,3,0.0,100.0,4,2.0,2.0,2.0,apartment,Entire home/apt,364,0,0,4.0,2017-07-05,2,Clementi,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2986,22092656,289.0,Singapore,103.80801,1.29205,80.0,2,3,0.0,100.0,4,1.0,2.0,2.0,apartment,Entire home/apt,364,0,0,4.0,2017-07-05,2,Queenstown,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
2987,22098450,60.0,Singapore,103.84934,1.30274,88.0,128,2,0.0,0.0,2,0.5,1.0,1.0,house,Private room,301,0,0,4.0,2017-12-05,2,Rochor,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2988,22113993,101.0,Singapore,103.93876999999999,1.3124799999999999,100.0,1,1,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2017-12-06,3,Bedok,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
2989,22114845,46.0,Singapore,103.88308,1.3122200000000002,90.0,71,2,0.0,10.0,3,4.0,1.0,1.0,apartment,Private room,172,0,0,4.0,2017-12-06,2,Geylang,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2990,22116641,94.0,Singapore,103.88374,1.3117,96.0,27,2,0.0,20.0,6,4.0,2.0,2.0,apartment,Private room,181,0,0,4.0,2017-12-06,2,Geylang,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2991,22133845,74.0,Singapore,103.87564,1.33386,,0,90,0.0,0.0,1,1.0,1.0,1.0,house,Private room,358,0,0,0.0,2015-11-01,2,Toa Payoh,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2992,22143968,50.0,Singapore,103.88405999999999,1.31334,91.0,74,2,0.0,10.0,3,4.0,1.0,2.0,house,Private room,146,0,0,4.0,2017-12-06,2,Geylang,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2993,22144715,101.0,Singapore,103.88188000000001,1.31267,89.0,30,2,0.0,10.0,6,4.0,2.0,4.0,house,Private room,181,0,0,4.0,2017-12-06,2,Geylang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2994,22158920,50.0,Singapore,103.88297,1.31233,89.0,30,2,0.0,10.0,3,4.0,1.0,1.0,apartment,Private room,169,0,0,4.0,2017-12-06,2,Geylang,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2995,22177543,75.0,Singapore,103.78741,1.28086,20.0,1,10,150.0,60.0,2,1.0,3.0,1.0,apartment,Private room,364,0,0,3.0,2014-07-22,2,Queenstown,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
2996,22178800,42.0,Singapore,103.8615,1.30958,100.0,1,20,0.0,30.0,1,2.0,1.0,1.0,apartment,Private room,365,1,0,4.0,2012-05-19,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
2997,22180317,260.0,Singapore,103.88705,1.31256,86.0,31,2,300.0,100.0,10,2.0,4.0,4.0,apartment,Entire home/apt,293,0,0,4.0,2016-07-04,2,Geylang,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
2998,22183984,64.0,Singapore,103.79966,1.44718,100.0,1,2,0.0,0.0,2,1.0,1.0,1.0,apartment,Shared room,0,0,0,0.0,2017-12-10,3,Woodlands,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0
2999,22185082,50.0,Singapore,103.87756999999999,1.30885,94.0,112,2,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,59,0,0,3.0,2017-11-26,2,Geylang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3000,22193170,50.0,Singapore,103.71655,1.34418,95.0,19,4,500.0,20.0,1,1.0,1.0,1.0,apartment,Private room,133,0,0,4.0,2014-12-12,2,Jurong West,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3001,22193279,159.0,Singapore,103.86489,1.32456,98.0,71,2,0.0,20.0,6,1.0,1.0,6.0,house,Private room,305,1,1,4.0,2016-01-26,2,Kallang,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0
3002,22196788,53.0,Singapore,103.85834,1.31145,100.0,1,18,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,331,0,0,4.0,2013-09-20,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3003,22200113,136.0,Singapore,103.8356,1.29775,,0,1,0.0,0.0,2,1.0,0.0,1.0,apartment,Entire home/apt,0,0,0,0.0,2017-12-10,3,River Valley,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
3004,22202998,35.0,Singapore,103.74775,1.38842,,0,1,0.0,10.0,1,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2016-09-05,2,Choa Chu Kang,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3005,22214451,39.0,Singapore,103.86254,1.30996,100.0,1,18,0.0,15.0,1,3.0,1.0,0.0,apartment,Private room,365,0,0,4.0,2013-09-20,2,Kallang,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3006,22214699,158.0,Singapore,103.84254,1.29473,76.0,23,5,300.0,120.0,4,1.0,1.0,2.0,apartment,Entire home/apt,91,1,0,4.0,2015-05-30,2,Museum,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3007,22225768,120.0,Singapore,103.8404,1.2959200000000002,96.0,11,6,1000.0,0.0,2,1.0,1.0,1.0,apartment,Entire home/apt,60,1,1,3.0,2014-11-13,2,River Valley,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3008,22230934,60.0,Singapore,103.84294,1.28449,80.0,1,90,0.0,20.0,1,1.0,1.0,1.0,apartment,Private room,348,1,0,4.0,2016-10-04,2,Outram,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3009,22233862,95.0,Singapore,103.77415,1.34251,96.0,61,2,200.0,40.0,4,2.0,1.0,2.0,house,Private room,262,0,1,4.0,2013-11-09,2,Bukit Timah,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3010,22235278,250.0,Singapore,103.78428000000001,1.31675,,1,1,0.0,0.0,2,2.0,1.0,1.0,apartment,Entire home/apt,0,0,0,0.0,2017-12-13,3,Bukit Timah,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
3011,22235974,110.0,Singapore,103.83986,1.29615,100.0,2,20,500.0,0.0,2,1.0,0.0,1.0,apartment,Entire home/apt,89,1,1,3.0,2014-11-13,2,River Valley,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3012,22252473,349.0,Singapore,103.78765,1.3314,,0,90,0.0,0.0,5,2.0,3.0,3.0,apartment,Entire home/apt,0,0,0,0.0,2017-08-29,2,Bukit Timah,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3013,22254514,88.0,Singapore,103.8556,1.2977,91.0,34,1,150.0,20.0,1,1.0,0.0,1.0,apartment,Entire home/apt,305,0,0,3.0,2017-02-02,2,Downtown Core,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
3014,22255039,180.0,Singapore,103.80672,1.29024,,0,89,2000.0,0.0,3,1.0,2.0,1.0,,Entire home/apt,362,0,0,2.0,2017-09-19,2,Queenstown,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0
3015,22267147,34.0,Singapore,103.88163,1.3147,70.0,2,18,0.0,15.0,1,3.0,1.0,0.0,apartment,Private room,357,1,0,4.0,2016-10-04,2,Geylang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3016,22269600,45.0,Singapore,103.74287,1.33687,,0,365,0.0,0.0,2,1.0,1.0,1.0,apartment,Private room,365,0,0,4.0,2017-12-15,3,Jurong East,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3017,22282038,187.0,Singapore,103.8851,1.29986,98.0,16,7,0.0,0.0,2,1.0,1.0,1.0,,Entire home/apt,82,0,1,4.0,2017-11-16,3,Kallang,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3018,22287564,69.0,Singapore,103.84488,1.3330899999999999,92.0,19,2,0.0,28.0,2,1.0,1.0,1.0,apartment,Private room,0,1,0,0.0,2016-10-20,2,Toa Payoh,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3019,22288298,145.0,Singapore,103.84512,1.2752700000000001,100.0,5,30,0.0,50.0,2,1.0,1.0,1.0,apartment,Entire home/apt,0,0,1,4.0,2016-04-09,2,Downtown Core,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0
3020,22297449,159.0,Singapore,103.81711999999999,1.28995,100.0,3,7,1000.0,50.0,4,2.0,1.0,2.0,apartment,Entire home/apt,0,1,0,0.0,2014-08-02,2,Bukit Merah,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3021,22300531,171.0,Singapore,103.83984,1.29501,88.0,25,2,145.0,0.0,5,1.0,0.0,2.0,apartment,Entire home/apt,335,0,0,4.0,2015-10-16,2,River Valley,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3022,22300651,96.0,Singapore,103.83804,1.29589,89.0,28,2,140.0,0.0,3,1.0,1.0,2.0,apartment,Private room,357,0,0,4.0,2013-11-25,2,River Valley,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3023,22313628,38.0,Singapore,103.85677,1.36551,,0,1,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,0,0,0,0.0,2015-04-11,3,Ang Mo Kio,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3024,22316106,41.0,Singapore,103.86464000000001,1.3530200000000001,60.0,1,1,0.0,0.0,2,1.0,0.0,1.0,apartment,Private room,0,0,0,0.0,2017-12-10,3,Serangoon,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0
3025,22317980,149.0,Singapore,103.78838,1.43208,,0,1,0.0,0.0,1,1.0,1.0,1.0,house,Private room,83,0,0,0.0,2017-12-17,3,Woodlands,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
3026,22319714,94.0,Singapore,103.86106,1.30439,94.0,142,1,0.0,30.0,2,1.0,1.0,2.0,apartment,Private room,159,0,0,4.0,2012-08-12,2,Kallang,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0
3027,22329509,95.0,Singapore,103.85325,1.28185,,0,180,0.0,0.0,1,1.0,1.0,1.0,apartment,Private room,365,0,0,3.0,2015-05-06,3,Downtown Core,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
3028,22329702,149.0,Singapore,103.91484,1.32379,,0,90,0.0,10.0,2,1.0,0.0,1.0,house,Private room,365,0,0,0.0,2017-12-19,2,Bedok,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0
